county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Kern,2/14/21,221,7,228,897,52,0,26
Nevada,2/14/21,6,0,6,126,0,0,6
Sutter,2/14/21,0,0,0,14,0,0,0
San Benito,2/14/21,13,0,13,25,4,0,0
Fresno,2/14/21,308,16,324,1509,84,3,17
Modoc,2/14/21,2,0,2,12,0,0,0
Tuolumne,2/14/21,4,0,4,84,1,0,2
Ventura,2/14/21,221,12,233,1177,50,4,43
Orange,2/14/21,777,32,809,5829,242,4,127
San Mateo,2/14/21,81,10,91,733,25,4,15
Lake,2/14/21,4,0,4,62,1,0,1
Contra Costa,2/14/21,99,17,116,1325,34,3,40
Mendocino,2/14/21,13,0,13,80,5,0,3
Yolo,2/14/21,10,0,10,129,5,0,0
Glenn,2/14/21,0,0,0,47,0,0,0
Placer,2/14/21,78,10,88,770,19,2,12
Merced,2/14/21,33,0,33,271,13,0,2
Lassen,2/14/21,2,0,2,25,0,0,0
Plumas,2/14/21,2,0,2,35,0,0,0
Imperial,2/14/21,29,1,30,234,17,0,0
Stanislaus,2/14/21,178,17,195,1303,36,1,8
Shasta,2/14/21,16,0,16,567,2,0,23
Calaveras,2/14/21,2,0,2,33,1,0,5
Butte,2/14/21,14,2,16,451,0,1,16
Amador,2/14/21,7,0,7,52,1,0,0
San Francisco,2/14/21,118,3,121,2098,38,0,88
Solano,2/14/21,92,14,106,608,22,1,13
San Joaquin,2/14/21,159,11,170,898,56,1,5
Santa Cruz,2/14/21,30,0,30,372,7,0,5
Trinity,2/14/21,0,0,0,25,0,0,0
Kings,2/14/21,60,0,60,135,10,0,4
Contra Costa,2/15/21,104,28,132,1321,31,3,43
Monterey,2/15/21,72,0,72,720,9,0,16
Marin,2/15/21,17,4,21,331,5,0,15
El Dorado,2/15/21,3,0,3,190,3,0,8
Shasta,2/15/21,14,0,14,567,2,0,24
Nevada,2/15/21,4,0,4,125,0,0,5
Tehama,2/15/21,3,0,3,59,0,0,3
Yolo,2/15/21,10,0,10,146,4,0,2
Santa Cruz,2/15/21,28,0,28,372,8,0,1
San Bernardino,2/15/21,575,54,629,3500,140,16,92
Tulare,2/15/21,95,7,102,642,11,1,16
Sacramento,2/15/21,227,27,254,2578,62,5,107
Amador,2/15/21,7,0,7,52,1,0,2
Sutter,2/15/21,0,0,0,14,0,0,0
Colusa,2/15/21,5,0,5,48,0,0,5
Kern,2/15/21,228,9,237,1159,53,0,34
Madera,2/15/21,46,9,55,275,13,0,3
Mendocino,2/15/21,11,0,11,81,4,0,5
Fresno,2/15/21,309,19,328,1513,85,2,17
Stanislaus,2/15/21,177,11,188,1293,35,2,16
Merced,2/15/21,34,0,34,271,12,0,2
Placer,2/15/21,77,17,94,768,21,0,9
Trinity,2/15/21,0,0,0,25,0,0,0
Tuolumne,2/15/21,2,0,2,84,0,0,2
San Luis Obispo,2/15/21,27,0,27,460,7,0,22
Mariposa,2/15/21,0,0,0,14,0,0,0
Plumas,2/15/21,2,0,2,35,0,0,0
Lassen,2/15/21,1,0,1,25,0,0,0
Modoc,2/15/21,2,0,2,12,0,0,0
San Mateo,2/15/21,80,7,87,728,24,1,18
Kings,2/15/21,60,0,60,135,11,0,4
Santa Clara,2/15/21,271,41,312,3062,93,6,69
Butte,2/15/21,11,2,13,451,1,1,10
Alameda,2/15/21,207,38,245,2495,64,3,84
Glenn,2/15/21,0,0,0,47,0,0,0
San Joaquin,2/15/21,146,8,154,900,56,2,7
Inyo,2/15/21,0,0,0,29,0,0,2
Lake,2/15/21,3,0,3,62,1,0,0
Los Angeles,2/15/21,2855,189,3044,19163,876,43,382
Mono,2/15/21,1,0,1,17,0,0,2
San Francisco,2/15/21,114,5,119,2105,36,0,94
Del Norte,2/15/21,2,0,2,51,0,0,2
Calaveras,2/15/21,1,0,1,33,1,0,6
Imperial,2/15/21,28,1,29,234,16,0,0
Orange,2/15/21,748,21,769,5792,235,9,136
San Diego,2/15/21,782,37,819,6454,259,10,192
Santa Barbara,2/15/21,106,3,109,603,21,1,34
Sonoma,2/15/21,50,1,51,624,20,0,22
Riverside,2/15/21,567,51,618,3210,178,5,39
San Benito,2/15/21,10,0,10,25,4,0,0
Humboldt,2/15/21,15,4,19,268,4,1,6
Napa,2/15/21,9,0,9,220,2,0,13
Solano,2/15/21,85,13,98,585,21,2,14
Ventura,2/15/21,216,10,226,1160,48,4,40
Siskiyou,2/15/21,3,0,3,56,1,0,3
Yuba,2/15/21,29,0,29,261,9,0,1
Yuba,2/16/21,29,0,29,261,9,0,1
San Joaquin,2/16/21,144,14,158,899,58,4,6
Imperial,2/16/21,27,1,28,234,16,0,4
Amador,2/16/21,7,0,7,52,1,0,1
Marin,2/16/21,14,3,17,325,5,0,15
Lassen,2/16/21,0,0,0,25,0,0,0
Los Angeles,2/16/21,2757,223,2980,19197,859,37,391
Monterey,2/16/21,72,0,72,720,9,0,19
Lake,2/16/21,1,0,1,62,0,0,2
Mendocino,2/16/21,11,0,11,85,4,0,3
Napa,2/16/21,5,0,5,212,1,0,5
Merced,2/16/21,33,0,33,271,12,0,2
Modoc,2/16/21,2,1,3,12,0,0,0
San Benito,2/16/21,10,0,10,25,4,0,0
Tuolumne,2/16/21,2,0,2,84,0,0,2
Yolo,2/16/21,11,0,11,125,6,0,1
Colusa,2/16/21,3,0,3,48,0,0,5
Sacramento,2/16/21,212,17,229,2578,61,4,103
Ventura,2/16/21,202,9,211,1168,48,1,31
Nevada,2/16/21,5,0,5,116,0,0,7
Placer,2/16/21,67,12,79,769,17,1,14
Stanislaus,2/16/21,172,12,184,1304,34,2,22
San Diego,2/16/21,782,39,821,6472,249,6,217
Del Norte,2/16/21,2,0,2,52,0,0,1
Inyo,2/16/21,0,0,0,29,0,0,2
Madera,2/16/21,39,4,43,277,13,0,0
Orange,2/16/21,719,24,743,5833,235,5,141
Alameda,2/16/21,200,37,237,2498,57,2,87
Fresno,2/16/21,303,21,324,1528,81,1,17
El Dorado,2/16/21,5,0,5,190,3,0,8
Shasta,2/16/21,12,0,12,567,2,0,23
Sonoma,2/16/21,45,1,46,621,18,0,22
Tulare,2/16/21,95,9,104,662,13,1,16
Santa Clara,2/16/21,267,27,294,3038,88,4,66
San Bernardino,2/16/21,557,55,612,3542,147,8,74
Santa Cruz,2/16/21,23,1,24,372,6,0,2
Riverside,2/16/21,553,60,613,3228,177,11,40
Humboldt,2/16/21,13,5,18,268,2,0,4
Sutter,2/16/21,0,0,0,14,0,0,0
Tehama,2/16/21,4,0,4,59,0,0,3
Solano,2/16/21,82,13,95,578,22,2,16
Plumas,2/16/21,1,0,1,35,0,0,0
Siskiyou,2/16/21,1,0,1,56,1,0,1
Santa Barbara,2/16/21,104,3,107,603,22,1,30
San Luis Obispo,2/16/21,28,0,28,460,6,0,23
Calaveras,2/16/21,1,0,1,33,1,0,5
Kern,2/16/21,226,9,235,1164,48,0,29
Mariposa,2/16/21,0,0,0,14,0,0,0
Kings,2/16/21,56,0,56,133,11,0,3
San Mateo,2/16/21,82,7,89,726,22,1,24
San Francisco,2/16/21,118,7,125,2112,37,1,98
Butte,2/16/21,12,1,13,451,2,0,10
Glenn,2/16/21,0,0,0,47,0,0,0
Trinity,2/16/21,0,0,0,25,0,0,0
Mono,2/16/21,1,0,1,17,0,0,2
Contra Costa,2/16/21,98,25,123,1314,32,2,45
San Benito,2/17/21,10,0,10,25,3,0,0
El Dorado,2/17/21,5,1,6,190,3,0,9
Nevada,2/17/21,4,0,4,129,0,0,3
Napa,2/17/21,3,0,3,214,0,0,4
Del Norte,2/17/21,1,0,1,52,0,0,2
Kings,2/17/21,49,0,49,135,9,0,8
Santa Barbara,2/17/21,95,6,101,603,20,1,23
Mendocino,2/17/21,11,0,11,83,2,0,4
Sacramento,2/17/21,204,21,225,2629,60,6,95
Stanislaus,2/17/21,173,15,188,1304,37,1,18
San Mateo,2/17/21,85,9,94,744,20,1,28
Santa Clara,2/17/21,261,20,281,3055,87,5,52
Trinity,2/17/21,0,0,0,25,0,0,0
Sonoma,2/17/21,43,0,43,645,15,0,23
Calaveras,2/17/21,1,0,1,33,1,0,6
Riverside,2/17/21,535,68,603,3238,172,7,36
Ventura,2/17/21,195,8,203,1143,46,1,30
Orange,2/17/21,663,26,689,5847,230,7,128
Mariposa,2/17/21,0,0,0,14,0,0,0
San Luis Obispo,2/17/21,24,3,27,460,5,0,21
San Francisco,2/17/21,108,10,118,2109,34,2,85
Lassen,2/17/21,0,0,0,25,0,0,0
Merced,2/17/21,32,0,32,272,15,0,2
Kern,2/17/21,219,14,233,1182,53,0,29
Tuolumne,2/17/21,3,0,3,84,1,0,4
Tulare,2/17/21,96,10,106,662,12,1,15
San Diego,2/17/21,746,55,801,6476,236,11,210
Colusa,2/17/21,3,0,3,48,0,0,5
Santa Cruz,2/17/21,23,1,24,372,6,0,1
Inyo,2/17/21,1,0,1,29,0,0,2
Yolo,2/17/21,11,0,11,129,6,0,1
Placer,2/17/21,63,13,76,766,19,2,17
San Joaquin,2/17/21,134,9,143,907,51,5,3
Tehama,2/17/21,4,0,4,59,0,0,1
Plumas,2/17/21,1,0,1,35,0,0,0
Imperial,2/17/21,28,2,30,234,16,1,2
Glenn,2/17/21,0,0,0,47,0,0,0
Madera,2/17/21,41,9,50,278,10,0,0
Siskiyou,2/17/21,1,0,1,56,1,0,2
Amador,2/17/21,6,0,6,52,1,0,1
Fresno,2/17/21,295,16,311,1540,75,0,15
Solano,2/17/21,85,12,97,590,23,1,19
Butte,2/17/21,16,0,16,451,2,0,4
Sutter,2/17/21,0,0,0,14,0,0,0
Humboldt,2/17/21,12,3,15,274,3,2,3
Los Angeles,2/17/21,2640,230,2870,19251,808,26,410
Alameda,2/17/21,194,33,227,2499,58,1,76
Yuba,2/17/21,29,1,30,261,9,0,2
Mono,2/17/21,1,0,1,17,0,0,1
Marin,2/17/21,15,3,18,317,4,0,17
Lake,2/17/21,2,0,2,62,1,0,1
San Bernardino,2/17/21,556,44,600,3557,143,4,104
Modoc,2/17/21,2,0,2,12,0,0,0
Contra Costa,2/17/21,98,20,118,1333,33,1,41
Shasta,2/17/21,12,0,12,567,2,0,22
Monterey,2/17/21,65,0,65,720,9,0,25
Tehama,2/18/21,5,0,5,59,0,0,0
San Bernardino,2/18/21,505,34,539,3565,136,2,96
San Diego,2/18/21,717,41,758,6481,224,8,203
Santa Barbara,2/18/21,97,9,106,603,21,3,23
Fresno,2/18/21,289,18,307,1540,66,2,17
Colusa,2/18/21,2,0,2,48,0,0,5
Lassen,2/18/21,0,0,0,25,0,0,0
Yolo,2/18/21,10,0,10,126,6,0,5
Sonoma,2/18/21,38,1,39,651,14,0,21
Kings,2/18/21,42,0,42,137,10,0,10
Los Angeles,2/18/21,2498,247,2745,19277,760,40,419
Mariposa,2/18/21,0,0,0,14,0,0,0
Solano,2/18/21,86,12,98,602,20,0,14
Sutter,2/18/21,0,0,0,14,0,0,0
Modoc,2/18/21,2,0,2,12,0,0,0
Santa Cruz,2/18/21,23,2,25,372,5,0,7
Glenn,2/18/21,0,0,0,47,0,0,0
San Joaquin,2/18/21,129,16,145,904,54,4,11
Yuba,2/18/21,26,0,26,261,8,0,2
Siskiyou,2/18/21,1,0,1,56,1,0,4
Calaveras,2/18/21,2,0,2,33,1,0,6
Placer,2/18/21,59,15,74,768,18,2,17
Inyo,2/18/21,2,0,2,29,0,0,2
Riverside,2/18/21,513,63,576,3228,152,7,43
San Francisco,2/18/21,93,7,100,2110,31,1,82
Nevada,2/18/21,6,0,6,129,0,0,2
Marin,2/18/21,18,4,22,325,4,0,17
Napa,2/18/21,2,3,5,213,0,0,4
Shasta,2/18/21,12,0,12,567,2,0,19
Stanislaus,2/18/21,173,19,192,1303,31,1,30
Trinity,2/18/21,0,0,0,25,0,0,0
Imperial,2/18/21,29,1,30,234,14,1,6
Tuolumne,2/18/21,0,0,0,84,0,0,2
Tulare,2/18/21,93,6,99,667,12,0,15
Humboldt,2/18/21,10,2,12,274,1,0,8
Lake,2/18/21,2,0,2,62,1,0,1
Alameda,2/18/21,183,29,212,2501,58,4,77
Sacramento,2/18/21,201,17,218,2624,56,2,89
Kern,2/18/21,185,9,194,1177,53,0,31
Contra Costa,2/18/21,96,11,107,1330,37,1,41
Orange,2/18/21,636,25,661,5828,215,2,117
Plumas,2/18/21,1,0,1,35,0,0,0
San Benito,2/18/21,9,0,9,25,3,0,0
Del Norte,2/18/21,1,2,3,52,0,0,1
Mendocino,2/18/21,9,0,9,86,2,0,5
Madera,2/18/21,40,12,52,278,10,0,0
Amador,2/18/21,5,1,6,52,1,0,3
San Mateo,2/18/21,82,6,88,733,20,0,28
Merced,2/18/21,33,0,33,272,15,0,2
Monterey,2/18/21,67,0,67,720,9,0,24
Santa Clara,2/18/21,255,19,274,3060,82,4,50
Ventura,2/18/21,188,9,197,1142,46,0,34
Butte,2/18/21,12,0,12,451,2,0,5
Mono,2/18/21,0,0,0,17,0,0,1
El Dorado,2/18/21,6,0,6,190,1,0,12
San Luis Obispo,2/18/21,21,2,23,460,5,0,20
Shasta,2/19/21,14,0,14,567,2,0,20
Marin,2/19/21,16,3,19,321,6,0,14
Los Angeles,2/19/21,2369,228,2597,19312,712,32,442
Santa Barbara,2/19/21,84,5,89,603,20,2,23
San Francisco,2/19/21,99,5,104,2116,32,0,85
Colusa,2/19/21,6,0,6,48,0,0,5
San Mateo,2/19/21,80,5,85,719,19,0,24
Imperial,2/19/21,27,1,28,234,14,1,5
Madera,2/19/21,39,6,45,278,12,0,6
Yuba,2/19/21,26,0,26,261,5,0,2
Ventura,2/19/21,178,6,184,1173,44,3,35
Sacramento,2/19/21,186,19,205,2621,49,1,82
Inyo,2/19/21,2,0,2,29,0,0,2
Humboldt,2/19/21,11,2,13,274,0,2,6
Yolo,2/19/21,11,0,11,127,6,0,3
Merced,2/19/21,32,0,32,272,11,0,3
Alameda,2/19/21,190,29,219,2519,60,3,79
Kings,2/19/21,46,0,46,135,10,0,8
Lassen,2/19/21,1,0,1,25,0,0,0
Tuolumne,2/19/21,1,0,1,84,0,0,4
Trinity,2/19/21,0,0,0,25,0,0,0
Calaveras,2/19/21,2,0,2,33,1,0,7
Nevada,2/19/21,3,0,3,127,1,0,2
Siskiyou,2/19/21,1,0,1,56,1,0,4
Sutter,2/19/21,0,0,0,14,0,0,0
Kern,2/19/21,182,5,187,1184,49,0,30
Orange,2/19/21,591,31,622,5800,196,3,121
Mariposa,2/19/21,0,0,0,14,0,0,0
Plumas,2/19/21,1,0,1,35,0,0,0
Placer,2/19/21,57,18,75,777,20,0,16
Modoc,2/19/21,0,0,0,12,0,0,0
Napa,2/19/21,5,1,6,202,2,0,0
San Joaquin,2/19/21,127,24,151,895,52,4,12
Glenn,2/19/21,0,0,0,47,0,0,0
Del Norte,2/19/21,1,4,5,52,0,0,1
Stanislaus,2/19/21,162,16,178,1304,30,1,20
Solano,2/19/21,84,10,94,604,23,2,5
Santa Clara,2/19/21,243,17,260,3065,73,2,55
Mono,2/19/21,0,0,0,17,0,0,1
Monterey,2/19/21,72,1,73,720,8,0,16
Tulare,2/19/21,83,4,87,667,12,0,20
Amador,2/19/21,7,1,8,52,1,1,2
San Diego,2/19/21,670,35,705,6476,218,8,195
Mendocino,2/19/21,8,0,8,88,2,0,4
San Benito,2/19/21,8,0,8,25,2,0,1
Fresno,2/19/21,265,27,292,1527,63,2,23
Riverside,2/19/21,493,40,533,3232,137,4,42
El Dorado,2/19/21,7,0,7,190,1,0,12
Contra Costa,2/19/21,84,13,97,1310,35,2,36
Sonoma,2/19/21,41,1,42,670,14,0,23
Lake,2/19/21,1,0,1,62,1,0,3
Tehama,2/19/21,7,0,7,59,1,0,0
Butte,2/19/21,12,0,12,451,2,0,6
Santa Cruz,2/19/21,25,2,27,372,5,0,6
San Luis Obispo,2/19/21,19,2,21,460,4,0,20
San Bernardino,2/19/21,469,38,507,3540,133,6,79
Siskiyou,2/20/21,1,0,1,56,1,0,5
Solano,2/20/21,70,12,82,582,17,1,11
Kern,2/20/21,167,7,174,1165,51,0,31
El Dorado,2/20/21,6,0,6,190,2,0,8
Tuolumne,2/20/21,2,0,2,84,0,0,2
Placer,2/20/21,64,17,81,772,21,0,13
Marin,2/20/21,14,4,18,327,6,0,14
Trinity,2/20/21,0,0,0,25,0,0,0
Humboldt,2/20/21,10,4,14,273,0,1,7
Imperial,2/20/21,28,1,29,234,11,0,3
Los Angeles,2/20/21,2213,212,2425,19279,679,34,438
San Bernardino,2/20/21,433,37,470,3510,127,2,102
Stanislaus,2/20/21,155,15,170,1305,34,1,23
Calaveras,2/20/21,2,0,2,33,1,0,7
San Joaquin,2/20/21,126,25,151,906,45,5,14
Nevada,2/20/21,2,0,2,115,1,0,2
Tehama,2/20/21,3,0,3,59,0,0,1
San Francisco,2/20/21,89,5,94,2112,28,0,87
Orange,2/20/21,577,32,609,5839,190,1,122
Plumas,2/20/21,0,0,0,35,0,0,0
Butte,2/20/21,11,0,11,451,2,0,11
Sutter,2/20/21,0,0,0,14,0,0,0
Inyo,2/20/21,0,0,0,29,0,0,1
Del Norte,2/20/21,2,4,6,52,0,0,2
Napa,2/20/21,7,0,7,207,2,0,5
Mono,2/20/21,0,0,0,17,0,0,1
Colusa,2/20/21,7,0,7,48,0,0,5
Santa Cruz,2/20/21,25,2,27,372,5,0,6
Lake,2/20/21,1,0,1,63,0,0,4
Alameda,2/20/21,176,26,202,2481,58,1,78
Sonoma,2/20/21,38,1,39,656,13,0,22
Amador,2/20/21,6,2,8,52,1,1,0
Monterey,2/20/21,59,0,59,720,8,0,18
Mariposa,2/20/21,0,0,0,14,0,0,0
Modoc,2/20/21,0,0,0,12,0,0,0
Kings,2/20/21,45,0,45,135,9,0,9
Contra Costa,2/20/21,78,10,88,1303,30,0,36
Ventura,2/20/21,171,11,182,1150,43,0,38
San Benito,2/20/21,9,0,9,25,3,0,0
Sacramento,2/20/21,177,13,190,2508,50,2,80
Tulare,2/20/21,75,8,83,647,11,0,26
Madera,2/20/21,35,8,43,278,10,0,5
Mendocino,2/20/21,6,1,7,84,2,0,3
Merced,2/20/21,32,1,33,272,12,0,4
San Mateo,2/20/21,64,6,70,720,19,2,24
Yolo,2/20/21,10,0,10,125,6,0,2
San Luis Obispo,2/20/21,22,3,25,460,4,0,22
San Diego,2/20/21,636,36,672,6462,205,9,219
Shasta,2/20/21,18,0,18,567,1,0,21
Fresno,2/20/21,244,32,276,1512,63,4,19
Glenn,2/20/21,0,0,0,47,0,0,0
Riverside,2/20/21,455,56,511,3196,138,5,36
Santa Clara,2/20/21,228,15,243,3053,71,1,59
Yuba,2/20/21,21,1,22,261,4,0,4
Lassen,2/20/21,1,0,1,25,0,0,0
Santa Barbara,2/20/21,83,2,85,603,19,0,32
Yuba,2/21/21,24,0,24,261,6,0,3
Napa,2/21/21,7,0,7,209,3,0,3
El Dorado,2/21/21,10,0,10,190,3,0,5
Glenn,2/21/21,0,0,0,47,0,0,0
Merced,2/21/21,32,1,33,272,10,0,4
Sonoma,2/21/21,37,1,38,632,13,0,24
Contra Costa,2/21/21,84,9,93,1299,33,0,39
Sacramento,2/21/21,185,25,210,2578,53,4,90
Madera,2/21/21,33,7,40,278,11,1,7
San Benito,2/21/21,7,0,7,25,3,0,0
Nevada,2/21/21,2,1,3,119,1,0,3
Modoc,2/21/21,0,0,0,12,0,0,0
Yolo,2/21/21,9,0,9,116,6,0,1
Santa Clara,2/21/21,221,21,242,3040,67,4,69
Alameda,2/21/21,174,26,200,2461,55,1,78
Stanislaus,2/21/21,143,14,157,1305,31,2,22
Ventura,2/21/21,189,4,193,1155,38,0,39
Tehama,2/21/21,2,0,2,59,0,0,3
Tuolumne,2/21/21,2,0,2,84,0,0,4
Mariposa,2/21/21,0,0,0,14,0,0,0
Butte,2/21/21,13,0,13,451,3,0,8
Sutter,2/21/21,0,0,0,14,0,0,0
Solano,2/21/21,63,16,79,561,16,1,12
Trinity,2/21/21,0,0,0,25,0,0,0
Santa Cruz,2/21/21,22,2,24,372,2,1,3
Imperial,2/21/21,27,1,28,234,11,0,1
San Francisco,2/21/21,93,5,98,2088,27,1,86
Fresno,2/21/21,231,13,244,1493,58,1,28
San Mateo,2/21/21,66,8,74,714,18,1,24
Lake,2/21/21,1,0,1,63,0,0,4
Tulare,2/21/21,79,6,85,647,13,1,21
Humboldt,2/21/21,9,7,16,273,0,1,7
San Luis Obispo,2/21/21,19,1,20,460,4,0,25
Kings,2/21/21,41,0,41,137,6,0,13
Calaveras,2/21/21,1,0,1,33,0,0,8
Inyo,2/21/21,1,0,1,29,1,0,1
Amador,2/21/21,6,2,8,52,1,1,0
Santa Barbara,2/21/21,82,2,84,603,17,0,36
Placer,2/21/21,64,16,80,770,23,0,13
Los Angeles,2/21/21,2146,191,2337,19119,660,31,512
Lassen,2/21/21,0,0,0,25,0,0,0
Marin,2/21/21,15,5,20,317,5,2,14
San Bernardino,2/21/21,437,56,493,3485,122,6,106
Monterey,2/21/21,46,1,47,720,9,0,19
Mono,2/21/21,0,0,0,17,0,0,1
Kern,2/21/21,167,7,174,1160,50,0,33
San Joaquin,2/21/21,125,23,148,896,41,5,16
Del Norte,2/21/21,2,4,6,52,0,0,2
Siskiyou,2/21/21,1,0,1,56,1,0,5
Orange,2/21/21,556,33,589,5815,179,1,127
Riverside,2/21/21,441,51,492,3161,132,5,43
Shasta,2/21/21,19,0,19,567,1,0,21
Colusa,2/21/21,8,0,8,48,0,0,5
Plumas,2/21/21,0,0,0,35,0,0,0
San Diego,2/21/21,622,36,658,6454,198,7,223
Mendocino,2/21/21,5,1,6,72,2,0,5
San Joaquin,2/22/21,122,6,128,901,40,0,14
Plumas,2/22/21,0,0,0,35,0,0,0
Santa Cruz,2/22/21,18,3,21,372,2,1,3
Calaveras,2/22/21,0,0,0,33,0,0,8
Butte,2/22/21,13,0,13,451,4,0,11
Lake,2/22/21,4,0,4,63,0,0,4
Solano,2/22/21,56,16,72,556,16,3,17
Sutter,2/22/21,0,0,0,14,0,0,0
Mendocino,2/22/21,4,0,4,79,2,0,4
Placer,2/22/21,64,6,70,769,22,0,20
Humboldt,2/22/21,9,5,14,274,0,0,7
Santa Barbara,2/22/21,76,6,82,603,17,1,35
San Diego,2/22/21,601,31,632,6454,188,7,241
Yuba,2/22/21,22,0,22,261,6,0,1
Merced,2/22/21,32,1,33,272,9,0,4
San Benito,2/22/21,7,0,7,25,3,0,1
San Mateo,2/22/21,65,8,73,705,18,1,21
Madera,2/22/21,30,6,36,278,11,0,9
Sacramento,2/22/21,180,21,201,2580,50,2,96
Marin,2/22/21,13,5,18,314,5,1,15
Nevada,2/22/21,5,0,5,119,1,0,2
El Dorado,2/22/21,9,0,9,190,2,0,6
Trinity,2/22/21,0,0,0,25,0,0,0
Mono,2/22/21,0,0,0,17,0,0,2
Stanislaus,2/22/21,138,15,153,1304,29,1,17
San Francisco,2/22/21,96,5,101,2076,30,0,91
Yolo,2/22/21,10,0,10,121,6,0,4
Modoc,2/22/21,0,0,0,12,0,0,0
Del Norte,2/22/21,2,1,3,52,0,1,0
San Luis Obispo,2/22/21,18,0,18,460,3,0,23
Glenn,2/22/21,0,0,0,47,0,0,0
Tehama,2/22/21,1,0,1,59,0,0,5
Colusa,2/22/21,8,0,8,48,0,0,5
Mariposa,2/22/21,0,0,0,14,0,0,0
Alameda,2/22/21,180,23,203,2420,54,1,80
Kings,2/22/21,40,0,40,133,6,0,9
Monterey,2/22/21,40,1,41,720,8,0,18
Amador,2/22/21,5,1,6,52,1,1,2
Napa,2/22/21,9,2,11,205,4,0,5
Tulare,2/22/21,75,7,82,667,12,1,21
Lassen,2/22/21,0,0,0,25,0,0,0
Tuolumne,2/22/21,0,0,0,84,0,0,4
Los Angeles,2/22/21,2064,200,2264,19089,619,34,487
Santa Clara,2/22/21,226,26,252,3027,71,4,78
Sonoma,2/22/21,39,2,41,639,12,0,22
San Bernardino,2/22/21,414,44,458,3522,113,5,96
Inyo,2/22/21,1,0,1,29,1,0,1
Shasta,2/22/21,15,1,16,567,2,0,19
Siskiyou,2/22/21,2,0,2,56,3,0,4
Fresno,2/22/21,239,19,258,1515,60,2,22
Orange,2/22/21,539,28,567,5805,152,0,150
Riverside,2/22/21,407,49,456,3215,112,8,48
Kern,2/22/21,170,9,179,1152,50,0,29
Imperial,2/22/21,29,0,29,234,12,0,4
Contra Costa,2/22/21,81,10,91,1269,34,0,53
Ventura,2/22/21,167,6,173,1156,32,2,43
Stanislaus,2/23/21,141,14,155,1307,30,1,19
Lassen,2/23/21,0,0,0,25,0,0,0
Alameda,2/23/21,175,25,200,2438,49,4,78
Santa Cruz,2/23/21,22,2,24,372,3,0,0
Sonoma,2/23/21,37,1,38,667,12,0,16
Siskiyou,2/23/21,2,0,2,56,3,0,3
Fresno,2/23/21,241,14,255,1532,63,1,18
Mono,2/23/21,0,0,0,17,0,0,2
Tuolumne,2/23/21,1,0,1,84,0,0,5
Nevada,2/23/21,2,1,3,115,1,0,3
Riverside,2/23/21,406,49,455,3264,116,6,50
Glenn,2/23/21,0,0,0,47,0,0,0
San Bernardino,2/23/21,396,36,432,3564,112,6,99
Tehama,2/23/21,1,0,1,59,0,0,5
Tulare,2/23/21,78,9,87,667,11,1,18
Imperial,2/23/21,27,0,27,234,10,0,5
Santa Barbara,2/23/21,85,3,88,603,17,0,22
Sutter,2/23/21,0,0,0,14,0,0,0
Kings,2/23/21,39,0,39,129,6,0,5
Madera,2/23/21,35,3,38,278,10,0,7
Contra Costa,2/23/21,89,17,106,1293,30,0,48
Solano,2/23/21,52,13,65,557,14,2,18
Trinity,2/23/21,0,0,0,25,0,0,0
Marin,2/23/21,12,6,18,319,4,0,16
Merced,2/23/21,33,1,34,271,8,0,6
Inyo,2/23/21,1,0,1,29,0,0,1
Calaveras,2/23/21,1,0,1,33,0,0,5
Orange,2/23/21,515,26,541,5828,151,3,144
San Diego,2/23/21,597,34,631,6487,178,6,222
Del Norte,2/23/21,1,0,1,52,0,0,1
Placer,2/23/21,54,11,65,775,23,0,19
Amador,2/23/21,4,0,4,52,1,0,2
Plumas,2/23/21,0,0,0,35,0,0,0
Humboldt,2/23/21,9,2,11,276,0,0,4
San Benito,2/23/21,4,0,4,25,2,0,1
Yolo,2/23/21,11,0,11,127,6,0,2
Lake,2/23/21,4,0,4,63,0,0,5
Ventura,2/23/21,157,8,165,1188,36,3,41
Butte,2/23/21,16,0,16,451,1,0,5
Napa,2/23/21,9,0,9,210,5,0,4
Santa Clara,2/23/21,215,24,239,3063,66,1,68
Kern,2/23/21,165,7,172,1117,49,0,26
San Joaquin,2/23/21,118,15,133,890,42,0,8
El Dorado,2/23/21,6,0,6,190,1,0,8
Modoc,2/23/21,0,0,0,12,0,0,0
San Francisco,2/23/21,95,6,101,2097,28,0,87
Mendocino,2/23/21,3,1,4,85,2,0,3
Colusa,2/23/21,3,0,3,48,0,0,5
Monterey,2/23/21,41,0,41,720,8,0,22
Mariposa,2/23/21,0,0,0,14,0,0,0
San Luis Obispo,2/23/21,17,1,18,460,3,0,18
Shasta,2/23/21,13,1,14,567,3,0,18
San Mateo,2/23/21,61,5,66,703,17,1,16
Sacramento,2/23/21,183,18,201,2573,50,1,85
Los Angeles,2/23/21,1988,226,2214,19276,600,28,470
Yuba,2/23/21,20,0,20,261,7,0,1
Shasta,2/24/21,14,1,15,567,1,1,16
San Joaquin,2/24/21,117,13,130,894,42,3,9
San Francisco,2/24/21,91,7,98,2106,29,1,81
Plumas,2/24/21,0,0,0,35,0,0,0
Colusa,2/24/21,3,0,3,48,0,0,5
San Bernardino,2/24/21,371,37,408,3563,102,5,101
